isAS,pseudo,nb_abonne,type_contenu
153,fcullumfp,537499,Cinéma
418,jbraznellfq,287128,Rock
181,mraulinfr,166578,Programmation
509,cwinteringhamfs,260378,Cinéma
185,lmccoskerft,210637,BTS
518,rilyushkinfu,268353,Photographie
155,lanslowfv,899315,Philosophie
243,ypavkovicfw,963820,Shitpost
503,cvargafx,254144,Rap US
475,ebiltonfy,533653,Cinéma
186,sllopisfz,853474,Illustration
308,zcraikerg0,619657,Prime Video
42,gaggissg1,347817,Influenceurs
152,dmacafeeg2,820225,Elon Musk
420,lciccog3,788457,Communauté noire
312,lbaudtsg4,278062,Partis politiques
16,nsevernsg5,750307,Diaspora africaine
370,rbloxamg6,133536,Stranger Things
248,rtrimeg7,466751,Web3
29,fbordmang8,330662,BTS
80,slendeng9,777632,Euphoria
229,myosselevitchga,189977,Shitpost
371,osarahgb,321455,Photographie
431,ebosencegc,643706,Géopolitique
385,gbrooksgd,919614,Histoire
487,alindemannge,250221,Information
30,gannisgf,641610,Partis politiques
485,pjandakgg,558155,Fact-checking
127,eabbygh,219964,OM
308,tlaweegi,621928,Crypto
204,zbellowgj,638668,Rap US
526,hburnsallgk,27563,HBO
265,ddeftygl,529223,YouTube
170,fchauncegm,53836,Cinéma
437,dmacgn,288531,Dev Twitter
178,fperschkego,388087,Politique
266,rorgangp,202075,Euphoria
116,mfehelygq,425698,Zemmouriens
425,mstonelakegr,452731,Histoire
474,veslandgs,409380,Twitch
442,parnigt,660390,Influenceurs
544,eakeherstgu,398798,Philosophie
281,dblythgv,603091,HBO
529,gmcfadegw,634845,Écologie
398,khutsongx,19126,Programmation
319,dpietersmagy,313744,Jazz
100,lrisomgz,409686,Diaspora africaine
532,jmquhanh0,69678,Électro
395,darph1,435167,Histoire
491,awalcherh2,292333,NBA
275,lsutlieffh3,504283,Programmation
78,nsnowdenh4,842604,Fact-checking
257,ekentishh5,539496,PSG
448,lwhissonh6,898245,Real Madrid
263,ahaulkhamh7,794032,Zemmouriens
191,abrandih8,733140,Histoire
275,kchristofolh9,806571,Cinéma
225,kthomkinsha,386395,LGBTQ+
433,gdevenporthb,389615,Journalisme indépendant
524,rtroakhc,407283,Rock
223,smacellenhd,361350,Woke Twitter
260,ksyversenhe,507083,Design
307,pblakeyhf,288816,Journalisme indépendant
357,bchandlerhg,183601,Web3
118,cmedcrafthh,517254,Rock
63,amurdiehi,219830,Rap US
85,clongfoothj,286864,Dev Twitter
207,mlaperehk,481108,Information
282,nsavinhl,698264,Netflix
403,donowlanhm,914613,Euphoria
507,mreishn,854533,Tatouage
530,ngabbattho,765180,Mèmes
515,sdocwrahp,788298,Technologie
383,mpeerhq,44098,Écologie
12,odeerrhr,415531,Anime
209,cflisherhs,940928,Cinéma
440,mbotwrightht,494512,Cinéma
401,rpauleyhu,148070,Influenceurs
73,cwilleshv,238600,Manga
314,weverixhw,676270,Illustration
234,keaklyhx,505329,Threads
350,echettlehy,371689,Dev Twitter
313,rrispinhz,372363,Technologie
414,tlakei0,660263,Aya Nakamura
410,sroundtreei1,224478,Information
450,dbruntoni2,324493,Histoire
497,ubassicki3,937938,Aya Nakamura
402,nelli4,74312,Culture populaire
196,lcamisi5,425375,Philosophie
382,hgroucutti6,444282,K-pop
259,clitchmorei7,6983,Influenceurs
334,scardnoi8,303920,Philosophie
7,grushtoni9,420784,Histoire
202,lyakushkevia,819468,OM
475,ekingzetib,418527,OM
29,tjonesic,457109,Woke Twitter
281,rdugoid,941014,Jazz
129,mmacaskieie,918760,Tatouage
37,aoswellif,674348,IA
51,gmenatig,994237,Design
478,btzarkovih,166515,Real Madrid
341,cheinoii,708083,Zemmouriens
66,tpatingtonij,124633,Activisme
475,mbrunottiik,95187,Diaspora africaine
538,pdrainsil,383739,Art
390,aaylottim,508504,Dev Twitter
247,tcrolein,462618,IA
70,eedysonio,985831,Real Madrid
366,jalbertsip,212126,Stranger Things
277,zgrogoriq,186112,Design
406,bpallesenir,397467,Illustration
194,ksantosis,514528,Anime
67,wevettsit,945919,Anime
281,dsokaleiu,416292,Illustration
368,ubeamandiv,806788,Illustration
494,cmatthieseniw,3551,PSG
308,qflochix,90567,Illustration
365,smcgaheyiy,915010,Anime
404,dmattiacciiz,307602,Crypto
532,mdenisj0,84464,Féminisme
493,hcomminsj1,693495,Stranger Things
410,eoldacrej2,563175,Zemmouriens
355,vcawtej3,892885,PSG
486,xtingleyj4,55640,Web3
201,blomasneyj5,981650,Design
63,mfarrandj6,814123,NBA
211,bblumirej7,270490,LGBTQ+
257,kgauchj8,235515,Shitpost
362,kliddlej9,234135,Rap français
75,pgalifordja,696655,Rap français
506,imerieljb,947918,Information
48,bwhellansjc,422314,Photographie
191,dglassborowjd,890129,Histoire
444,ostovingje,722509,Rock
377,cingrayjf,853374,Rock
505,msymersjg,199662,Féminisme
200,jscaddingjh,37065,Mèmes
131,epaddonji,839727,Football
359,lhenricssonjj,343794,Illustration
241,dsayejk,700906,The Office
411,bisworthjl,817607,Activisme
483,vwringejm,836651,Rap US
445,egaynorjn,809129,Prime Video
434,rrustmanjo,213866,Zemmouriens
318,hmorstonjp,946745,Stranger Things
10,jcoxjq,953271,LGBTQ+
324,ageorgievskijr,213027,Politique
397,ntwaitsjs,257318,Information
432,akinchingtonjt,319483,OM
265,xghioniju,504957,Web3
188,fguppyjv,286861,Écologie
40,afiridolfijw,704204,Zemmouriens
183,fschouthedejx,679507,Politique
491,dpickfordjy,631405,Photographie
86,kcorishjz,832022,The Office
65,lantliffk0,659657,BTS
67,bmesshamk1,569023,Histoire
478,bcowherdk2,271278,HBO
525,bgianillik3,704127,Humour
440,kpawlettk4,708013,Programmation
320,csebringk5,774066,Web3
174,cgutk6,575027,Woke Twitter
402,ngoggank7,555643,Cinéma
99,vmunnisk8,335460,Design
370,gbeattyk9,771638,Rap US
212,jtotheka,8845,Rap US
289,wfranzettoinikb,476501,BTS
238,fletterickkc,81915,Football
201,smoncurkd,267641,Fact-checking
446,eboogke,244528,Électro
68,icutcliffekf,117324,Shitpost
373,apostleskg,843174,Real Madrid
499,shemshallkh,704348,Programmation
205,krowlandki,106619,YouTube
473,mbanischkj,103939,Diaspora africaine
481,dakeherstkk,362334,HBO
83,mbentickkl,226045,Beyoncé
489,wrevenskm,642429,Journalisme indépendant
482,rraysdalekn,1469,Rock
38,bcarwardineko,740289,Technologie
333,wwerndleykp,49848,Géopolitique
293,abloodworthekq,921010,Écologie
179,chugueskr,732683,Football
534,kangraveks,725250,Web3
483,atolomellikt,351009,Mode
269,ymcgerraghtyku,30815,Stranger Things
479,lbrunonekv,782011,Zemmouriens
426,mjeffrykw,62846,Mode
221,vkezorkx,749411,Football
455,skemmishky,12445,Illustration
165,cdellerkz,18303,Électro
288,delstowl0,766007,Twitch
50,astuckleyl1,844134,Rap US
395,cdumphryl2,625047,Beyoncé
473,afarrinl3,455607,Cinéma
59,kpieruccil4,11244,Euphoria
518,apasfieldl5,131477,Web3
411,ssillisl6,21852,Activisme
528,gkestlel7,869422,PSG
1,jgarbarl8,639479,Real Madrid
182,etompsettl9,702909,Elon Musk
106,blantophla,394050,Rap US
506,rganterlb,492840,Rap français
225,msharmalc,325128,LGBTQ+
289,obillld,154734,NBA
436,vbasketfieldle,267490,HBO
194,fcoldhamlf,715670,Technologie
484,zcordetlg,966759,Manga
27,tdumingoslh,414674,Féminisme
434,gsixsmithli,201858,Diaspora africaine
20,rwiggettlj,613301,Féminisme
387,jbeerslk,441426,BTS
114,tbrookshawll,497904,Technologie
95,lmacnalleylm,414307,Féminisme
322,mbuzzingln,168113,Communauté noire
232,tcoldmanlo,40750,Cinéma
400,dcluselp,526534,Programmation
278,btrottonlq,631105,Rap français
22,hegliselr,844325,The Office
354,sbyardls,591466,Crypto
151,schattocklt,315138,Football
452,tfontellu,737363,Communauté noire
309,cgerranslv,655597,Manga
364,wcreweslw,994158,Aya Nakamura
13,kpickerelllx,293313,Rap français
88,dhouchinly,611004,Tatouage
199,jpretiouslz,788,Travis Scott
517,padshedem0,15350,YouTube
57,gwheelhousem1,368362,Euphoria
360,ecootm2,594122,Jazz
9,mflorentinem3,313553,BTS
342,alangeleym4,344931,Anime
352,bdymokem5,479741,Web3
462,ebrislanem6,392311,Journalisme indépendant
513,ohilbournem7,414249,Fact-checking
333,tpirronem8,347504,IA
165,nbetteneym9,323765,Twitch
401,rgentma,811340,PSG
128,hlittlefairmb,441855,Humour
97,idorceymc,84970,Information
376,smcgillegholemd,676401,Beyoncé
11,mlimerme,535873,Écologie
431,pbaldassimf,319200,Twitch
455,ppavermg,530880,Électro
517,etrevithickmh,377943,Fact-checking
293,sseidemi,257725,Rap US
362,lgrieswoodmj,304688,Mèmes
24,oblainmk,607066,Aya Nakamura
114,ttrahearnml,845559,OM
113,sderksmm,179097,Journalisme indépendant
358,npowtonmn,486212,Elon Musk
282,kreinertmo,987320,Culture populaire
213,gdiackmp,119247,Rock
110,gjagermq,48613,BTS
378,tlumsdonmr,787495,Information
250,lnappinms,306783,Humour
34,ncorderomt,740755,The Office
349,bbaxillmu,337992,Aya Nakamura
105,rrobezmv,38280,Mèmes
446,mscaddenmw,906605,Manga
506,elaumx,921282,LGBTQ+
201,kmitrovicmy,384965,Rock
83,snassaumz,586925,Elon Musk
40,ckilalean0,260552,Travis Scott
146,elumsdalen1,191015,Real Madrid
111,tsheerinn2,861430,Beyoncé
74,fheaysmann3,934077,Crypto
265,efeandern4,763109,Activisme
70,jfeyen5,921044,Information
378,mnelsenn6,887973,Philosophie
76,wmeckiffn7,939686,IA
441,nheitonn8,982236,The Office
522,jwhickmann9,258001,Mèmes
233,lnottlena,870396,BTS
253,acoetzeenb,179763,Mode
231,jwinscombnc,528707,IA
431,chartusnd,157208,Journalisme indépendant
311,kamortsne,313792,Netflix
280,nstairmondnf,919709,Woke Twitter
19,btolomiong,679167,Écologie
378,smcpartlinnh,489985,Mèmes
258,vmirandoni,374191,Mèmes
150,rnannettinj,925722,Manga
484,hdibnahnk,54771,Fact-checking
312,cshaplandnl,383949,OM
13,sjodrellenm,561632,Rap français
307,amaytenn,640820,Photographie
346,smissenno,107256,Mode
135,bpearlenp,251274,Philosophie
447,cmillarnq,914971,Programmation
49,zmacanellyenr,918615,Histoire
186,criglarns,314753,Information
388,gbazogent,965073,Elon Musk
271,clivesaynu,604914,Zemmouriens
468,amaccaughennv,566015,Rock
243,dhyslopnw,377348,Shitpost
238,tpetracconx,54838,Football
358,hsavouryny,626530,Crypto
364,stregidgonz,867130,Communauté noire
200,mpinnereo0,258057,Histoire
307,seberdto1,234783,Shitpost
103,fmeneoo2,661212,Design
224,czannutoo3,693686,Shitpost
6,sdewolfeo4,953848,Philosophie
5,vparkeso5,144266,Elon Musk
378,cwauchopeo6,243040,Mèmes
281,hblaiseo7,45974,Threads
95,rterramo8,585683,Photographie
45,tcustardo9,677919,Diaspora africaine
257,abondyoa,621382,Tatouage
175,tludwikiewiczob,50360,Design
50,btwelvetreesoc,992693,Humour
259,smanachod,615220,Crypto
349,lgregoroe,9165,Culture populaire
416,lguppieof,694254,Football
21,geleshenarog,686132,Netflix
509,shabbertoh,222785,Géopolitique
519,ascarrattoi,547080,Design
506,lrobensoj,185981,Stranger Things
213,pstittleok,519671,BTS
275,enewlandol,880019,Rap français
214,njohannessonom,682949,Rap français
191,mhowseleeon,284876,LGBTQ+
499,ksemoroo,440139,Diaspora africaine
313,csymcoxeop,614431,Travis Scott
356,gdrohaneoq,799811,Design
383,acallanor,635024,Philosophie
270,ddaubneyos,397638,K-pop
518,ebaystingot,193799,Photographie
395,atrottonou,808347,Real Madrid
238,jwyldishov,39030,Rap français
241,dvernazzaow,288104,Fact-checking
14,jtoombsox,145271,Twitch
42,ggrishaginoy,615558,Manga
442,cscrowbyoz,231359,Géopolitique
420,mmattingleyp0,623217,Fact-checking
212,ppysonp1,955322,HBO
482,dtebbp2,758168,Shitpost
504,emcphilipp3,917313,Rock
229,rduckettp4,920538,Géopolitique
136,bmadelinp5,769788,Twitch
424,gkochlinp6,734283,Jazz
222,storregianip7,345907,LGBTQ+
476,igerretsenp8,80622,LGBTQ+
328,aboheyp9,881062,Real Madrid
407,ggozzardpa,965465,Diaspora africaine
472,kahernpb,896388,Elon Musk
136,mbarrowcliffpc,442147,Influenceurs
327,frawlcliffepd,935127,Fact-checking
95,wchittendenpe,911442,IA
33,bnelliganpf,420644,Tatouage
59,sjandelpg,427219,Technologie
338,mtheriotph,875878,Partis politiques
44,efarnanpi,919789,BTS
466,jbarthpj,21111,Technologie
146,jwemysspk,595328,OM
446,stroppmannpl,686992,YouTube
302,zhubbockpm,436638,Anime
239,ichapellepn,592312,Web3
164,cgeelypo,535634,Twitch
293,mbynepp,314325,Netflix
221,abulstrodepq,561162,Real Madrid
248,scolcombpr,386031,Euphoria
246,lfateleyps,325529,Illustration
16,bharmanpt,139313,BTS
293,bsanneypu,17791,BTS
274,rdanilewiczpv,304899,Histoire
126,cclymopw,2046,Humour
92,bdriverpx,509309,PSG
86,mdewenpy,742478,K-pop
129,jdeaconsonpz,852024,Travis Scott
17,btyersq0,285439,Influenceurs
211,ncaulierq1,635363,Communauté noire
522,mrufflesq2,619071,Web3
208,doseltonq3,938645,Politique
138,wpaumierq4,851681,Web3
492,ukilmisterq5,491481,Aya Nakamura
71,lbalfeq6,78300,Beyoncé
503,mcussq7,471267,Streetwear
210,cinglisq8,86262,Manga
475,bmarconeq9,699808,YouTube
266,eyukhninqa,789523,Mèmes
83,fletcherqb,58098,Beyoncé
254,slozanoqc,644506,Woke Twitter
103,daldredqd,570409,Tatouage
246,hpearlmanqe,812125,Activisme
25,dtubbleqf,42328,Photographie
289,mscadingqg,972538,Real Madrid
1,jbarklyqh,133470,Illustration
41,bmckinleyqi,194891,Crypto
383,ccasewellqj,45691,Shitpost
44,ccomettoqk,902457,LGBTQ+
504,hcaql,112247,IA
139,mfallaqm,350741,Threads
105,acrosthwaiteqn,270613,Programmation
27,npeadqo,149475,Twitch
515,cvollethqp,244849,Féminisme
89,rmadleqq,256232,Netflix
471,ckettonqr,307777,Culture populaire
124,etargetterqs,804291,Électro
258,cbittlesonqt,298603,Féminisme
308,jagiolfingerqu,952093,Influenceurs
428,tsetteringtonqv,852180,Threads
336,jpetruszkaqw,456814,Elon Musk
452,ddeelyqx,508527,The Office
441,dbeineqy,210240,Politique
257,cpendredqz,963250,Beyoncé
509,rtunesir0,85206,Twitch
117,rgronor1,993563,K-pop
470,ctinmouthr2,655484,Manga
283,asillitor3,221657,Rock
282,mshermarr4,236430,Géopolitique
324,efannr5,739622,Géopolitique
338,cborleyr6,395575,Journalisme indépendant
374,jroscherr7,70282,Information
377,sbosankor8,753934,Shitpost
414,hchasmorr9,580964,Manga
170,wmaudra,877428,Web3
342,pyurocjkinrb,454078,Cinéma
407,kspongrc,470611,Rock
261,fmailerd,885996,Activisme
363,bcappellre,225365,Netflix
522,wpowysrf,950671,The Office
61,rphythianrg,589146,Football
313,edufourrh,410053,NBA
417,fmeadleyri,848319,Communauté noire
87,cburdyttrj,507096,Humour
314,rkoopmanrk,339768,Aya Nakamura
373,dbayldonrl,476230,Prime Video
442,hdeethrm,182238,Humour
342,dalywenrn,611190,Jazz
536,ncafferkyro,676864,Web3
15,gludmannrp,86206,Culture populaire
493,dflorezrq,765363,Activisme
517,pmclagainrr,855560,Fact-checking
388,sborer0,265815,Web3
453,mgoldfinch1,244019,Travis Scott
172,pbartzen2,521660,Féminisme
307,adoubrava3,832550,Partis politiques
341,bchansonnau4,462379,Activisme
395,dbaldack5,722270,Rock
320,fcoleman6,123354,Stranger Things
215,nbroose7,513273,Threads
547,ddevo8,401229,Électro
135,jmandell9,700993,IA
356,ktavernora,728071,Dev Twitter
237,dbutfieldb,750337,Stranger Things
388,rkingsmanc,768342,Humour
290,fchannond,51054,Jazz
226,ehawkridgee,736437,Woke Twitter
380,kpiesoldf,825809,Politique
155,amcguinessg,294447,Histoire
469,tskateh,986469,Twitch
194,adawdaryi,457469,Influenceurs
257,cgrahlj,208025,Programmation
377,brockwillk,881524,LGBTQ+
311,jbecklesl,716085,Philosophie
390,msnowdingm,647672,Influenceurs
88,jjurczykn,549756,IA
225,gdumbletono,864249,Partis politiques
319,trosingdallp,411923,Illustration
349,aroddieq,501821,Rap US
360,rgresonr,472410,Beyoncé
267,atregents,951214,PSG
299,rchristofolt,24977,Humour
138,sadrianou,712461,Philosophie
402,rpautotv,970081,HBO
300,idallenderw,142764,Géopolitique
211,oocorriganex,360291,Information
189,ecolericky,219562,Shitpost
215,shuertaz,514142,Real Madrid
288,mboag10,503182,Prime Video
501,lchance11,321464,Twitch
416,aickovicz12,917048,Zemmouriens
69,mspellward13,459835,Fact-checking
298,rmassot14,659107,Art
56,fcorss15,647921,Shitpost
222,rcoit16,305607,Diaspora africaine
84,fmackimm17,302683,Culture populaire
267,jhudspeth18,963899,Manga
53,csiggin19,920182,Dev Twitter
22,pgowdridge1a,97743,Mèmes
246,gtraise1b,818488,Prime Video
122,nmcconachie1c,4616,Rap US
367,ggegay1d,94744,Jazz
503,swynch1e,568155,BTS
483,apedlingham1f,550724,Culture populaire
164,rbaldwin1g,727609,Information
54,dcrosby1h,834424,Journalisme indépendant
464,jskipp1i,587097,Programmation
59,dhewlings1j,799637,Politique
214,edulieu1k,540730,Football
325,dfullagar1l,758183,Stranger Things
236,cevitts1m,509766,Stranger Things
302,abrierly1n,510419,Rap français
188,iprendeguest1o,293614,Géopolitique
248,jschwandt1p,625370,Travis Scott
235,avasyunkin1q,192137,Aya Nakamura
15,emcgaraghan1r,208350,Politique
195,krodge1s,784004,Stranger Things
492,whardwell1t,46398,Électro
116,drenfree1u,556341,Football
58,welphee1v,370185,Tatouage
470,cwingrove1w,50931,Real Madrid
369,brestall1x,297921,Cinéma
359,gvivien1y,53931,Influenceurs
37,cfagence1z,175617,Fact-checking
99,chatliff20,43834,Shitpost
110,oshirtliff21,455235,Culture populaire
134,wcollard22,917715,Photographie
336,dfishwick23,90816,Jazz
290,cmallabone24,644654,Jazz
449,hmatusov25,359408,Mèmes
298,jtoffler26,980793,Mèmes
203,eallard27,294012,Football
468,npeyro28,834593,IA
194,bcurnnok29,574590,Humour
187,cfillingham2a,530993,Shitpost
32,amuddle2b,770068,Communauté noire
64,plivens2c,847680,NBA
48,ncufley2d,696376,Photographie
269,cminister2e,35088,Communauté noire
108,rquarry2f,940564,Mode
231,abryenton2g,342647,Travis Scott
159,amansfield2h,104200,PSG
522,dfalshaw2i,365173,OM
305,aabbay2j,892354,Real Madrid
296,acohrs2k,899064,Photographie
302,gseear2l,441390,Dev Twitter
469,bkleinplatz2m,994766,HBO
29,gmines2n,897497,Stranger Things
266,gborer2o,536088,Euphoria
267,arounsivall2p,591876,Shitpost
530,bfavell2q,226871,Humour
219,agrimm2r,478258,Threads
142,hchatburn2s,94136,Elon Musk
528,eosgordby2t,963926,YouTube
21,lelfitt2u,570120,Shitpost
19,hraccio2v,25953,Jazz
321,mgrishin2w,147464,PSG
484,bteaser2x,292766,Manga
291,llavall2y,335563,Philosophie
495,imusk2z,74782,Streetwear
412,hredrup30,382546,Mode
248,ttimmens31,333210,Jazz
385,ablanshard32,123765,LGBTQ+
387,cshilstone33,79664,Euphoria
297,jkeary34,409380,Électro
514,adearlove35,561973,Mèmes
310,bwhitelaw36,694408,Diaspora africaine
207,stoomer37,622127,Diaspora africaine
130,fflageul38,126370,Technologie
322,rpenke39,972253,Mode
190,plugton3a,228321,The Office
513,llindfors3b,272236,Technologie
549,loluby3c,986172,Crypto
191,spuffett3d,531760,OM
430,sglencross3e,280096,Stranger Things
352,mpeyro3f,648760,Aya Nakamura
533,fpiatto3g,893739,Crypto
40,edudson3h,71961,YouTube
71,mbrentnall3i,811253,Diaspora africaine
493,mtuison3j,719347,Mode
309,rbenditt3k,176332,NBA
461,nbeaney3l,24816,Programmation
123,sghidini3m,363809,HBO
493,cgiannotti3n,330519,Mode
520,lcordrey3o,976093,Activisme
455,nwallbutton3p,106040,Géopolitique
42,rrevening3q,984534,Football
241,chow3r,99168,Politique
370,cdeerness3s,28692,Géopolitique
229,cdahler3t,692179,Écologie
399,kingleston3u,895579,Histoire
244,lfancutt3v,363435,OM
327,paprahamian3w,762063,K-pop
347,ghitchens3x,693523,Web3
488,esiseland3y,190470,Communauté noire
461,tbywater3z,21268,Cinéma
208,ccardenosa40,104823,Jazz
220,rboobyer41,108790,Écologie
479,adeville42,300561,Threads
252,cricardin43,272892,Information
37,ymcduffy44,432716,Streetwear
376,abredbury45,770409,Culture populaire
296,bcoppo46,902880,The Office
471,coflaherty47,207488,Threads
245,wdrescher48,721813,Partis politiques
402,bockwell49,263745,Politique
153,ccrose4a,220371,Diaspora africaine
383,knuton4b,307039,Woke Twitter
243,dworcester4c,424702,Beyoncé
494,tmcgiven4d,152350,IA
1,tsharman4e,269196,Woke Twitter
341,dprice4f,514070,Euphoria
456,isember4g,554437,Design
499,aspurriar4h,561727,Politique
150,ghabden4i,669273,Journalisme indépendant
119,tgiacoppo4j,802505,Zemmouriens
91,ttrulock4k,873055,Twitch
363,itussaine4l,343342,Crypto
412,kworshall4m,834646,Cinéma
396,dborsnall4n,812670,Elon Musk
21,bwildash4o,827758,Programmation
395,dobbard4p,701587,HBO
242,inorwell4q,841008,Information
341,ariddlesden4r,550738,Dev Twitter
51,bsharper4s,493535,Woke Twitter
54,ldarridon4t,952165,Programmation
221,vlitt4u,664587,Football
514,ccammish4v,22267,Communauté noire
89,rmactrustie4w,624126,Information
218,dassel4x,174763,Humour
24,crangeley4y,991598,Aya Nakamura
549,ndaulby4z,675857,Elon Musk
487,lbenbough50,452052,Diaspora africaine
538,mchoak51,534689,Streetwear
218,lelverston52,545469,Féminisme
144,rcaldaro53,219948,Mode
113,twyrill54,882626,Histoire
309,clegonidec55,669772,Streetwear
41,hmcwaters56,830476,Beyoncé
341,avarcoe57,673579,Influenceurs
209,mdominelli58,765615,Électro
61,aridger59,272532,Journalisme indépendant
171,gdeacon5a,950172,Féminisme
90,rgrabiec5b,621060,Art
286,blurriman5c,87422,Programmation
129,rkeelan5d,828228,Photographie
503,sdolan5e,289352,Aya Nakamura
473,jfitzsymons5f,866850,Real Madrid
127,mleipoldt5g,376313,Beyoncé
53,tfrigot5h,576195,Partis politiques
486,hkittles5i,440283,PSG
506,sarrigucci5j,760820,Netflix
269,hbass5k,748597,Elon Musk
222,dvoden5l,145273,OM
218,acabane5m,411573,Zemmouriens
217,kbegin5n,886467,Beyoncé
41,jhanham5o,884024,Shitpost
297,hpeniman5p,504673,Électro
29,dstanes5q,471078,Partis politiques
17,zpinchbeck5r,985128,Culture populaire
445,msponton5s,886490,Elon Musk
416,eshapland5t,228883,Influenceurs
391,llebourn5u,849843,YouTube
366,nfinicj5v,847066,Humour
27,mlehmann5w,485458,Rap US
466,hyon5x,175230,Culture populaire
436,mticic5y,236034,Technologie
351,robell5z,153295,Information
407,fcarlyon60,339094,HBO
141,jfeatherstonhaugh61,152210,Streetwear
232,hbichener62,158693,Technologie
149,dmcteggart63,695263,Elon Musk
161,amapowder64,790971,Zemmouriens
79,dskells65,140072,Shitpost
451,fpeek66,432396,Twitch
384,myearron67,727674,Cinéma
393,ftyzack68,59539,Anime
42,ghealing69,680522,PSG
278,apidon6a,900417,Photographie
419,ksanton6b,943632,Real Madrid
82,adockree6c,601832,Woke Twitter
122,gmaccrie6d,706169,Tatouage
489,bravenshaw6e,39134,Histoire
154,bdrysdell6f,505078,Information
353,vmcclaughlin6g,845033,BTS
215,cbruhn6h,511695,Fact-checking
535,salam6i,267347,PSG
90,dferrarone6j,353100,Politique
471,nphillipson6k,712542,Rap français
278,bhendriksen6l,210540,Fact-checking
137,kyearsley6m,448314,The Office
473,sbrobeck6n,639222,Manga
127,gweild6o,814015,Fact-checking
246,ldaens6p,300493,Illustration
153,hdimberline6q,209986,Photographie
463,ggrigolon6r,214251,Elon Musk
215,aioan6s,596395,Géopolitique
221,tlumby6t,227557,HBO
292,misselee6u,164066,Netflix
208,kpears6v,652579,Mode
292,mfoy6w,127375,Information
543,ldoggett6x,785781,Elon Musk
343,jmunsey6y,617765,Électro
316,kdanby6z,695322,Philosophie
268,aagnolo70,219553,Philosophie
535,oedess71,466632,Illustration
235,tabramchik72,763993,IA
101,ffer73,763693,Shitpost
359,mbeiderbecke74,339497,Géopolitique
507,colufsen75,618760,The Office
10,pjanata76,537445,Woke Twitter
273,cbreen77,570077,The Office
181,sjerzyk78,660590,Partis politiques
388,anorthey79,924871,OM
443,bgravie7a,748396,HBO
474,cgladebeck7b,473548,Streetwear
208,mgonthard7c,996179,Diaspora africaine
396,wwipfler7d,765500,Illustration
142,gkingzeth7e,846500,Diaspora africaine
504,predgrove7f,774277,HBO
439,kocurrigan7g,167086,Manga
495,rlacy7h,222478,Real Madrid
106,aseeger7i,555834,Géopolitique
484,mhawarden7j,721864,Communauté noire
85,vmardlin7k,12348,Politique
263,pgoulbourn7l,447591,K-pop
313,bcaplin7m,51031,Travis Scott
349,cderges7n,932035,Football
32,jdudden7o,261474,Shitpost
384,hmerrydew7p,292807,Communauté noire
91,hvye7q,773773,PSG
317,eclifton7r,105615,Aya Nakamura
123,ymooring7s,128910,Mèmes
549,halejandro7t,316311,OM
238,gtynewell7u,810099,Influenceurs
51,kseabrocke7v,871252,Cinéma
200,gbonin7w,961951,Culture populaire
183,tmacgillavery7x,892147,Manga
418,bfort7y,636494,Mode
353,jeastes7z,141362,K-pop
441,aleupold80,104536,Mèmes
156,afinlater81,537913,Mèmes
104,bgibbeson82,391998,Mode
22,ajune83,606310,Photographie
117,ctriggol84,947453,Partis politiques
51,bseddon85,307937,Journalisme indépendant
93,glandy86,690690,Woke Twitter
507,kpalfreeman87,354004,Influenceurs
417,esyddon88,196990,Communauté noire
148,tkeyes89,131585,Rap français
549,glammiman8a,504366,Électro
474,bchrstine8b,427340,PSG
91,rdaish8c,345942,Humour
219,lthams8d,892098,Journalisme indépendant
135,hhuckstepp8e,615786,Illustration
55,cpencott8f,630695,Elon Musk
409,lzaniolo8g,631344,Dev Twitter
195,rtrelease8h,126230,K-pop
233,rtoffetto8i,817646,NBA
104,agrasner8j,797267,Travis Scott
372,ykindread8k,431795,Jazz
397,tbocking8l,674697,Électro
355,cholehouse8m,302719,Euphoria
106,svaudrey8n,561325,Twitch
327,dshorton8o,686011,Culture populaire
433,vwaitland8p,900315,Journalisme indépendant
402,mgrigore8q,220875,LGBTQ+
318,eemerson8r,43507,Philosophie
160,slube8s,186659,Design
226,ptambling8t,730694,Partis politiques
109,cludovici8u,669259,Féminisme
462,fmoen8v,207559,Philosophie
245,jsilverstone8w,434553,Journalisme indépendant
143,ryve8x,120863,Prime Video
135,atwaite8y,261680,Technologie
229,rthelwll8z,286846,K-pop
286,ohowroyd90,596346,Géopolitique
489,ptamas91,869016,Elon Musk
274,dsieur92,233216,Politique
88,wyarranton93,321429,Diaspora africaine
489,skardosstowe94,681002,Real Madrid
501,tlebbon95,81704,Art
286,ajedraszek96,899196,Illustration
485,acheson97,723981,Politique
161,amacquarrie98,947269,Mèmes
53,ewebster99,642517,Euphoria
425,ashippey9a,419332,Euphoria
454,leverleigh9b,515180,Zemmouriens
259,lbarney9c,752700,Zemmouriens
201,eridsdale9d,398755,Féminisme
317,bhansie9e,270588,Stranger Things
191,ehrinishin9f,986879,Travis Scott
353,apena9g,59090,Football
155,jniave9h,142791,Culture populaire
120,bhamley9i,746270,YouTube
133,csybry9j,571647,Web3
175,acorradetti9k,518998,LGBTQ+
252,jorpen9l,559579,Design
330,rpote9m,640974,Culture populaire
438,jsimmill9n,698466,Elon Musk
440,rbloore9o,97684,The Office
438,bhaig9p,808955,HBO
