idAAv,titre,createur,note,explication
672,Fail-Safe,Cosimo Papachristophorou,2,
452,"Whip Hand, The",Allie MacKomb,10,
767,Assisted Living,Mara Jellyman,2,Très satisfait du contenu.
971,Heroes for Sale,Mack Morphet,4,Excellent travail de création.
748,Serenity,Tucker Sains,10,
41,The Little Rascals Save the Day,See Dysert,4,
153,The Trial of Lee Harvey Oswald,Fredi Jeffrey,5,Peu convaincant.
882,Latcho Drom,Phyllys Starsmore,1,
131,Giorgino,Caesar Mathivat,2,
341,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn,10,
261,The Hire: Ticker,Zola Renbold,5,
918,Mía,Camella Kmiec,7,
910,Jerry Maguire,Jillane Melhuish,9,
684,Hiroshima Mon Amour,Leopold Videneev,4,Assez décevant.
366,Autómata (Automata),Haley Britnell,2,Peu convaincant.
300,Darktown Strutters (Get Down and Boogie),Issi Weeke,0,
931,"Happening, The",Linc Fellgatt,5,
172,They Were Expendable,Glynda Markey,10,Pas ce que j'attendais.
278,Steamboat Willie,Diena Yirrell,2,
162,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn,2,
694,Serving Life,Daune Clamp,9,
297,"Conqueror, The",Stephenie Huguenet,1,Pourrait être amélioré.
751,Handle with Care (a.k.a. Citizen's Band),Scotty Trundell,7,Peu convaincant.
538,Dead Awake,Cherilynn Muttitt,2,Pas ce que j'attendais.
654,Gray Lady Down,Maighdiln Maberley,0,
431,Hiding Out,Almira Foxall,0,
328,"Swan Princess, The",Kareem Scurrah,0,
985,Barney's Great Adventure,Dulcie Brambill,1,
961,Maximum Conviction,Lainey Lerego,4,
349,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Kaleena Hussey,4,
920,"Leech Woman, The",Alisa Bruin,9,
957,Blow Job,Callida Kahen,7,Super intéressant.
547,Once Upon a Time in Phuket (En gång i Phuket),Hinda Frostdick,2,
66,Aftershock,Gard Randleson,8,
598,Reincarnated,Dulsea Waszkiewicz,4,
158,800 Bullets (800 Balas),Courtney Antonacci,2,
30,Scusa ma ti chiamo amore,Carley Dyde,3,Super intéressant.
179,Mad Max,Andie Arndell,2,
1035,Jackpot 2,Koral MacAree,6,
802,"Nibelungen: Siegfried, Die",Siegfried Swaisland,10,Correct mais sans plus.
950,How I Won the War,Earle Malter,7,
706,Feast of July,Kamilah Millier,8,
970,Montana,Juanita Bladder,3,Très satisfait du contenu.
628,Cinderella III: A Twist in Time,Kane Dansey,2,
88,Night Train,Jermain Balsdon,1,
420,Cop,Kermie Jacquemy,3,
88,Renaissance Man,Charis Clausner,2,A revoir.
821,Buddy Buddy,Abbie Lawley,3,
236,Sushi Girl,Reuven Attaway,2,
348,"Dust of Time, The",Meghan Jarmyn,7,
591,Tales from the Script,Natalya Ferronel,4,
1001,Rio,Kahaleel Pinckney,10,
528,Storm Warning,Michele Drinkeld,4,
326,Crazy for Christmas,Kermie Sorey,7,
812,North West Mounted Police,Winslow Morffew,2,Pas ce que j'attendais.
56,Dirty Bomb,Kali Ewers,4,
409,Tall Story,Moishe Peakman,10,
324,Nomad (Köshpendiler),Munroe Pitman,0,
113,"Freshman, The",Kenn Headley,4,
386,We Live in Public,Zaneta Fenning,10,
1061,Sweet Home Alabama,Gabie Manus,8,
1000,Baxter,Junina Hurdman,5,
424,loudQUIETloud: A Film About the Pixies,Julianna Tick,0,
539,"Keys to the House, The (Chiavi di casa, Le)",Vachel Duckering,6,
274,David et Madame Hansen,Kory Merill,1,Peu convaincant.
134,Nixon,Zola Napier,8,
492,American Yakuza,Suzi MacKniely,6,Pas ce que j'attendais.
746,Centennial,Dita Hindge,2,
944,Executioners (Xian dai hao xia zhuan),Raffaello Cordery,8,
837,How to Irritate People,Peggy Perris,8,
1056,The Adventures of Tom Thumb & Thumbelina,Lian Grishenkov,4,
53,Ice Princess,Dorella De Vries,2,
328,"Story of Marie and Julien, The (Histoire de Marie et Julien)",Lita Hannum,5,
521,"Myth of the American Sleepover, The",Desiri Knibbs,0,Super intéressant.
927,"Sound of Thunder, A",Ruperta Ever,8,
641,The Boy,Ronnie Jessen,5,
825,Life of a King,Lona Norway,2,Peu convaincant.
899,Fallout,Tybie Fremantle,9,
102,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),Olenka Vouls,10,
969,Everything About Mustafa (Mustafa hakkinda hersey),Dwight Cowtherd,4,
42,Wavelength,Toinette Ilieve,4,
347,"Liar, The (Valehtelija)",Laurette Viscovi,6,
364,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Jennifer McKilroe,8,
727,Elektra,Elsworth Killbey,8,
371,Picnic at Hanging Rock,Pippo Jewett,0,
907,Shogun Assassin,Candra Upfold,8,
636,Wake,Frederica Merrisson,0,
162,Last Vegas,Jane Abramovitch,4,
791,Absolon,Melva Cassius,2,
37,"Insider, The",Mannie Fleetham,9,Recommande vivement.
787,"Spy Who Came in from the Cold, The",Bartholomeus Monkley,3,Excellent travail de création.
951,"Anthropophagus: The Grim Reaper (Antropophagus) (Man Beast) (Savage Island, The) (Zombie's Rage, The)",Madelaine Harder,6,
100,"Earrings of Madame de..., The (Madame de...)",Zandra Maylor,10,
878,42 Up,Dewie Geaveny,10,
244,No Regrets for Our Youth (Waga seishun ni kuinashi),Nannette Sonnenschein,9,
472,Houseboat,Fredelia Saywood,9,
983,"Man You Had in Mind, The",Aleda Gladdolph,0,
459,Jerry Seinfeld: 'I'm Telling You for the Last Time',Cass Meriton,9,
262,Flowers in the Attic,Dottie Ceschini,3,
870,Dead in the Water,Scotty Urquhart,4,
716,My Man and I,Krystal Fazackerley,5,
520,"Ron Clark Story, The",Eada Laurenz,8,
334,Mischief,Whittaker Palethorpe,1,
14,"Target Shoots First, The",Janette Jodrelle,0,
142,Hour of the Wolf (Vargtimmen),Felix Darcy,10,
575,The Heart Machine,Fredi Lawrey,1,
694,Chaos,Walther Shrimptone,8,
169,Attack of the Killer Tomatoes!,Lanette McMeyler,2,
681,Journey to Saturn (Rejsen til Saturn),Ellene Lukock,9,
780,Lethal Weapon 2,Cilka Heinemann,6,Pourrait être amélioré.
666,Party Girl,Boy Klagge,1,
612,About Alex,Cristina Graybeal,6,
391,"Silent One, The",Carney Phillips,8,
869,The Beaver Trilogy,Jordain Reading,6,
153,Boiling Point (3-4 x jûgatsu),Marleah Baptist,9,Super intéressant.
644,Time Stood Still (Il tempo si è fermato),Etta Howship,5,
889,Wild Guitar,Davy Redler,2,
563,Cry of the City,Willard Malthus,6,Peu convaincant.
26,Two-Lane Blacktop,Pietra Reignould,9,Recommande vivement.
651,"White, Red and Verdone",Kaitlin California,1,
583,Elektra,Elsworth Killbey,3,
931,"Clairvoyant, The",Trix Mortell,2,
375,Nightmare Alley,Geoffry Lipp,4,
5,Billy Liar,Belva Pamment,5,
767,David and Bathsheba,Ofelia Grigson,1,
793,Hiding Out,Ami Martill,0,
701,Mr. Vampire (Geung si sin sang),Berta Fenning,5,
853,TV Junkie,Ivie Ibbetson,4,Excellent travail de création.
205,The Sex and Violence Family Hour,Martina Espadate,8,
835,Transcendence,Maddie Rene,4,
833,All the Young Men,Mikael Dreelan,8,
260,Tarzan Escapes,Guntar Deakins,2,
664,"Story of Marie and Julien, The (Histoire de Marie et Julien)",Lita Hannum,2,
465,My Father the Hero,Candi De Dei,9,
612,Ethel,Aubree Bickmore,4,
65,Legally Blonde,Bamby Eannetta,2,A revoir.
663,Objectified,Hadlee Cotgrove,0,
65,"White Ribbon, The (Das weiße Band)",Nonna Arber,2,
144,King of Beggars (Mo jong yuen So Hat-Yi),Berty Andrusov,9,Super intéressant.
536,Eat,Mirabel Arnow,7,
372,"Innocent Sleep, The",Osbourn Ballach,5,
378,Adanggaman,Lottie Basketter,5,
816,Twelfth Night,Katleen Mawson,6,Peu convaincant.
1005,Bertsolari,Antonetta Leney,4,Peu convaincant.
486,Tales from the Organ Trade,Gerti Moggach,3,
662,"Linguini Incident, The",Fannie Petracco,1,Excellent travail de création.
223,Scream 3,Nedda Edmans,4,Peu convaincant.
332,D.C. Cab,Guthrie Awmack,9,
1046,"Prodigal Son, The (Bai ga jai)",Lloyd Barrick,6,
556,"As Above, So Below",Rafaelita Widdall,8,Recommande vivement.
225,"Decline of the American Empire, The (Déclin de l'empire américain, Le)",Osborne Ing,7,Assez décevant.
234,Zombies of Mora Tau,Sacha Labram,0,Pourrait être amélioré.
995,24 City (Er shi si cheng ji),Arlana Aiton,7,
343,The Case of the Lucky Legs,Rudyard Dunbar,9,
173,Hot Saturday,Delmore Cullnean,10,Pourrait être amélioré.
1012,Point of No Return,Dianemarie Warn,5,
335,"Northerners, The (De noorderlingen)",Carlin Jouen,7,
977,Boiling Point (3-4 x jûgatsu),Marleah Baptist,7,
83,Bastards of the Party,Corrine Highman,0,
791,"Incredible Hulk Returns, The",Donelle Craister,0,
242,Winter Soldier,Duff Kindon,2,
123,Mortal Thoughts,Vladamir Hedderly,4,
890,"Kite Runner, The",Melony Hammett,7,
59,Can Mr. Smith Get to Washington Anymore?,Francisca Peepall,5,
818,Fateless (Sorstalanság),Silvanus Robertet,3,Pas ce que j'attendais.
142,Aftershock,Zerk Kaasmann,10,
885,"Secret Life of Walter Mitty, The",Mellie Lucken,9,
739,"Rickshaw Man, The (Muhomatsu no issho)",Harris Shird,2,
437,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",Claire Gerholz,1,
981,Beer Wars,Lanie Custance,3,
535,Front of the Class,Currey Schultz,7,Pourrait être amélioré.
529,Star Wars: The Clone Wars,Lucilia Bebbington,0,Excellent travail de création.
232,"King of Escape, The (Le roi de l'évasion)",Ula Dummer,1,
705,Merlusse,Vernice Dockery,4,
843,Nothing's All Bad,Damaris Baudin,8,
82,Auggie Rose (a.k.a. Beyond Suspicion),Ki Threadgall,5,Assez décevant.
807,Touki Bouki,Lem Weetch,5,
195,BFFs,Nate MacCole,4,
142,Alphabet,Shaughn Sall,7,
733,"Eclipse, The",Pearla Bontine,1,Super intéressant.
114,Chasing Liberty,Puff Vail,9,
802,Sound of Noise,Tori Stitwell,9,
1035,Tarzan's Secret Treasure,Diena Scase,7,
437,"Witching and Bitching (Brujas de Zugarramurdi, Las)",Benetta Mariel,0,
718,Samoure,Grier Stagge,8,
1046,Faster,Adelina Kennaway,0,Assez décevant.
405,Why Man Creates,Clare Bulcock,9,
1035,The Gambler,Hayyim Moyers,5,
770,"Signal, The",Sander Hopfner,1,
71,Promise of the Flesh (Yukcheui yaksok),Hagan Swateridge,10,
404,Grill Point (Halbe Treppe),Phaedra Gatenby,7,
549,Boys Don't Cry,Kev Pales,9,
754,Three Came Home,Aubrey McCulley,3,
729,Theodora Goes Wild,Leia Couche,9,
12,Bread and Roses,Jo ann Garrit,8,
835,"Killing, The",Ranice Roddan,6,
554,Our Children (À perdre la raison),Patty Symcock,2,Super intéressant.
28,Lagaan: Once Upon a Time in India,Elinor Petrina,10,
811,Slam Dance,Hollis Maberley,8,
198,Dog Run,Koralle Feldmark,2,
282,Giorgino,Caesar Mathivat,4,
796,"Dark Corner, The",Baldwin Sivyer,2,
376,13 Going on 30,Andee Kingswood,2,
176,Uninvited Guest,Constanta Tartt,9,
847,The Wait,Adey Dallewater,3,
381,Giorgino,Caesar Mathivat,1,
866,Shiver (Eskalofrío),Ganny Spaughton,3,
308,Sexual Predator,Dion Astbury,7,Correct mais sans plus.
684,Padre padrone,Halette Chipchase,7,
730,30 Years to Life,Herminia Kowalik,1,
498,Manhattan Murder Mystery,Lewes Philipsen,8,
960,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,Timotheus St. Louis,3,
153,Three Came Home,Aubrey McCulley,4,
1023,My Brilliant Career,Salvatore Kersley,4,
801,Boyz N the Hood,Dalt Finker,1,
696,Hadewijch,Antonio Krishtopaittis,1,
422,Donald Glover: Weirdo,Romain Bailey,9,
297,The Heart Machine,Fredi Lawrey,3,
61,"Other Sister, The",Kania Anger,9,
1031,Young Adult,Angelina Cavy,5,
406,"Now, Voyager",Abram Yarnold,1,Super intéressant.
573,"Modern Affair, A",Mary Semark,2,
485,The Hyperboloid of Engineer Garin (Giperboloid inzhenera Garina),Julie La Croce,10,
946,"27 Club, The",Clerc Wyer,0,
937,One in a Million: The Ron LeFlore Story,Mei Waddup,8,Assez décevant.
251,Burn Notice: The Fall of Sam Axe,Chiquia Longland,4,
256,Never on Sunday (Pote tin Kyriaki),David Alltimes,3,Pas ce que j'attendais.
608,Opposing Force,Caressa Bulbrook,7,
52,Comin' at Ya!,Conni Lazonby,3,
71,Steamboat Willie,Diena Yirrell,10,
175,Ed,Elwira Layland,7,
530,Rio,Kahaleel Pinckney,4,
276,Bloodtide,Fran Cronin,7,Assez décevant.
1037,Run,Jenilee Pantin,7,
569,"Fire Within, The (Feu follet, Le)",Ealasaid Loines,4,Correct mais sans plus.
2,Yolki 2,Nero Sevier,4,
764,Girl Model,Jereme Snell,5,
337,Tunes of Glory,Weidar Arthy,6,
11,Zapped Again!,Crissie Ewbach,8,
40,Star Maps,Harli Thamelt,5,Pas ce que j'attendais.
525,Spare Parts,Floyd Clifft,6,
489,Wrong Turn 4,Weber De Robertis,7,
240,Mulholland Falls,Leshia Matthewson,4,Pas ce que j'attendais.
532,36 Quai des Orfèvres (Department 36),Johna Tatters,4,
974,Space Station 76,Phyllis Sleite,2,
999,"Raven, The",Amelina Avrahamian,1,
222,Jackass Presents: Bad Grandpa .5,Uri Tedahl,0,Très satisfait du contenu.
501,Hitch,Lucia Hairon,10,Assez décevant.
507,A Promise,Kenn Northwood,9,
243,Raincoat,Kaine Spoward,0,Recommande vivement.
588,Seconds Apart ,Missie Pletts,8,
229,Last Days in Vietnam,Lemmy MacGillacolm,9,
101,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),Porty Ramsden,7,Assez décevant.
436,"Black Coal, Thin Ice (Bai ri yan huo)",Wait Dagon,7,
666,Forget Paris,Piggy Morillas,8,
795,Sherlock Jr.,Maggee Sember,4,
994,Sophie's Revenge (Fei chang wan mei),Dionysus Howard - Gater,1,Peu convaincant.
715,Ca$h,Doralia Scamerdine,5,Pourrait être amélioré.
661,Fracture,Ines Boutton,4,
326,Joe's Palace,Gladys Acomb,8,
343,Tomorrow Night,Desi Neate,6,
699,Prison (Fängelse) ,Jamill Rean,1,
597,Riley Rewind,Tana Durbyn,9,
119,Not Without My Daughter,Crissie Ellen,7,Pas ce que j'attendais.
786,Paris Is Burning,Gill Groomebridge,8,
1045,Rendezvous,Mathias Ogborne,4,
612,"Jazz Singer, The",Fraze Farnsworth,5,
915,Somm,Dorrie Crimpe,9,
524,Kismet,Mikkel Butterfill,9,
845,Snipes,Gualterio Bennedsen,4,
1013,Bertsolari,Antonetta Leney,9,Super intéressant.
825,Pipe Dream,Addison Twigger,7,
147,Death of a Bureaucrat (La muerte de un burócrata),Adler Eddoes,4,
257,I Will Follow You Into the Dark,Dougie Notman,2,
1006,JFK,Gracia Hamlin,3,
630,Nico Icon,Sheila Hurdedge,5,
954,Lumiere and Company (Lumière et compagnie),Sheeree Houlton,6,
951,Shadow Magic,Sallyanne Domenici,3,Assez décevant.
735,Series 7: The Contenders,Erin Eschalotte,10,
348,"Thing About My Folks, The",Thorn Jewett,9,
461,V: The Final Battle,Keir Bunting,3,
872,Baggage Claim,Carmella Straniero,6,
475,Boy Meets Girl,Stavro Ledwith,0,
9,Full Speed (À toute vitesse),Jamesy Meardon,3,
489,Out of the Blue,Oralia Niche,6,
880,It Came from Hollywood,Staci Emmott,10,
80,"Life of Oharu, The (Saikaku ichidai onna)",Michail Whitelaw,9,
911,Blood Diamond,Dodi Joannet,4,
550,Chocolate,Julie Oldred,6,
43,"Buddy Holly Story, The",Axe Woolmington,10,Super intéressant.
1060,Lagaan: Once Upon a Time in India,Elinor Petrina,6,
909,Through a Glass Darkly (Såsom i en spegel),Prescott Roskam,10,
309,Sea Wife,Leola Stockford,7,Très satisfait du contenu.
962,Decasia: The State of Decay,Inge Cawt,4,
359,Bright Leaves,Allyn Flight,7,
91,Blutzbrüdaz,Giovanni Fransson,7,
645,May Fools (Milou en mai),Constantino Woolley,7,Assez décevant.
365,"Milky Way, The",Regen Grigoli,0,Super intéressant.
458,Cowards Bend the Knee (a.k.a. The Blue Hands),Shelby Larvor,10,Excellent travail de création.
372,"Little Prince, The",Jarred Nisen,4,
941,"Diaries of Vaslav Nijinsky, The",Dorey Evison,4,
611,"Grapes of Death, The (Raisins de la mort, Les)",Cammie Bendle,7,
415,Jackass 2.5,Winny Allright,9,Peu convaincant.
68,"Christmas Carol, A (Scrooge)",Harmonia Pidgley,2,
845,The UFO Incident,Melodie Kornilov,5,
407,Paisan (Paisà),Leonidas Crafter,0,
210,Freeloaders,Nero Ceci,4,Excellent travail de création.
332,Zeder,Marillin Heinel,9,
558,"Sandglass, The (Sanatorium pod klepsydra)",Booth Wainman,3,
442,Why Has Bodhi-Dharma Left for the East?: A Zen Fable (Dharmaga tongjoguro kan kkadalgun),Akim Bonnier,6,
910,Command Decision,Galvin Frentz,1,
143,"Robinson Crusoe (Adventures of Robinson Crusoe, The)",Fairfax Lennox,10,Super intéressant.
445,Sisters,Maible Chestnut,8,
133,"Three Lives of Thomasina, The",Pearline Kyncl,7,
277,"So Normal (Normais, Os)",Ricoriki Jodrelle,1,Correct mais sans plus.
61,"Kentuckian, The",Wyn Gofford,2,
36,Love Simple,Fields Ambridge,8,
840,"Rat Race, The (Garson Kanin's The Rat Race)",Pail Rasher,1,
886,Night of the Living Dead,Nelie Heindrich,7,Très satisfait du contenu.
232,Saw VI,Roderick Marzelli,9,
1004,Hollow Man,Katuscha Bevens,7,Assez décevant.
900,Broken Trail,Buiron Krysztowczyk,2,
172,Bad Family (Paha Perhe),Rosana Nolder,4,
815,North West Mounted Police,Winslow Morffew,9,
946,Gray Lady Down,Maighdiln Maberley,10,
387,The Wait,Adey Dallewater,7,
164,Private School,Florie Brickstock,9,Super intéressant.
837,"Child Is Waiting, A",Fancie Bennis,10,
982,Viva Las Vegas,Jehu Pickerin,0,
881,Free Range (Ballaad maailma heakskiitmisest),Gaven Gainsford,5,
872,A Mulher Invisível,Hanni Boyer,9,
1066,"Tomb of Ligeia, The",Antonetta Gonsalvo,4,
16,Forest (Rengeteg),Erwin Thickens,10,
775,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Roselle Eakins,6,
993,Free Willy 3: The Rescue,Claretta Murtimer,4,
211,Afterschool,Krista Shalloo,10,
10,Achilles and the Tortoise (Akiresu to kame),Janice Cozens,4,
792,"Swimmer, The",Ginevra Lloyd-Williams,0,
23,"Iron Horse, The",Edy Hause,9,
698,"Buddy Holly Story, The",Axe Woolmington,6,
1016,Bad Guy (Nabbeun namja),Elvera Topling,5,
886,"Sword and the Sorcerer, The",Cletis Chadburn,4,
1011,"Maiden Heist, The",Batsheva Fingleton,9,
366,Thank You a Lot,Dawna Lundy,1,
95,Filming 'Othello',Nonna Kix,0,Très satisfait du contenu.
553,Boyz N the Hood,Dalt Finker,8,
198,Lonesome Jim,Eba Ludye,1,Super intéressant.
124,My Name is Khan,Rachel Demann,7,
614,2AM: The Smiling Man,Brittani Barr,4,
333,Maytime,Constancy Haythorne,1,
385,Envy,Toinette Kidman,3,
654,Addams Family Values,Nickey Evers,1,
960,Entrapment,Allix Kislingbury,1,
164,Fifty/Fifty,Burg Joscelyn,4,
154,Hard Ticket to Hawaii,Billy Krysztowczyk,0,
152,Vampire's Kiss,Mikel Briscow,0,
980,Clash by Night,Duncan Winfield,5,
17,"Run, Simon, Run",Joscelin Enoch,6,
698,"Self-Made Hero, A (Un héros très discret)",Nariko Bastard,9,
420,"Canterbury Tales, The (I racconti di Canterbury)",Shay Batie,8,Excellent travail de création.
465,"Midnight Meat Train, The",Garwin Corlett,8,Très satisfait du contenu.
16,Tormento,Frederik Farndon,6,
904,"Last Hurrah, The",Taryn Marquet,5,Peu convaincant.
248,Liberty Stands Still,Imogen Cherry Holme,5,
250,"Sandlot, The",Faye Churchyard,10,
527,Among Us (Onder Ons),Vincents Poulson,0,
975,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),Esdras Paule,3,
312,War,Alexis Bourtoumieux,9,
68,Chicken with Plums (Poulet aux prunes),Starla Cruikshank,7,
305,Fugitives (Fugitivas),Amos Preskett,4,
663,Hidden (a.k.a. Cache) (Caché),Brander Briton,9,
157,Fados,Corena Outright,0,
243,"Sun, The (Solntse)",Mollie Jann,4,
984,Asphalt Playground (La cité rose),Marvin Castagnone,2,
969,"Vanquished, The (I vinti)",Jordain Benn,4,
82,Stalker,Inna Adriano,10,
314,10 to Midnight,Lorain Pendergast,3,
352,Austenland,Greta Arpino,8,
553,Singles,Dianemarie Longcake,10,
35,Mr. Popper's Penguins,Nevins Layton,10,
201,Chicken with Plums (Poulet aux prunes),Starla Cruikshank,9,
3,All the King's Men,Marnia Dawber,1,Recommande vivement.
871,"One Potato, Two Potato",Berri Mallatratt,5,
372,"Quarry, The",Livvyy Ledur,9,
462,"Horror Hotel (a.k.a. City of the Dead, The)",Brinna Antrobus,6,
528,Kidnapping Mr. Heineken,Richart Comben,6,
41,"Harder They Come, The",Karina Babbage,4,Correct mais sans plus.
41,Children of the Damned,Kelli Mowle,3,
1017,Faces of Death 4,Blythe Swatland,5,
771,Piter FM,Mead Tweedle,4,
233,The Do-Deca-Pentathlon,Lida Powys,4,
1071,Rob Roy,Baxter Holdey,1,
846,Pretty Cool,Shirleen Bricksey,2,Pas ce que j'attendais.
479,"Kid Stays in the Picture, The",Trudie Billyeald,5,
455,In Custody,Orsa Arch,3,
343,"Midnight Meat Train, The",Garwin Corlett,8,
868,Aftershock,Zerk Kaasmann,8,
320,Stargate SG-1 Children of the Gods - Final Cut,Eustace Lieb,0,Correct mais sans plus.
727,Crazy/Beautiful,Neda Dory,4,
744,Destiny (Al-massir),Pamelina Dicken,1,
809,"Subject Was Roses, The",Alard Woodroof,3,
199,Sunny (Sseo-ni),Carie Featherstone,10,
204,"Affair of the Necklace, The",Theodosia Huggill,5,
905,Grace,Marena Bartelli,6,
101,Shooter,Joachim Shapter,0,
240,"As Above, So Below",Rafaelita Widdall,6,
714,Village of the Giants,Holly-anne Staddon,6,
304,Monsieur Verdoux,Edouard Porkiss,4,
385,Baggage Claim,Carmella Straniero,3,
657,"Muertos, Los",Melloney Pulver,6,
642,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),Olenka Vouls,9,
91,"Order, The",Goddard De Leek,5,Pas ce que j'attendais.
186,Home Alone,Hendrika Rayhill,6,
442,"Truth of Lie, The (Die Wahrheit der Lüge)",Brunhilde Cattellion,1,
524,Wild Zero,Natalee Loggie,10,
468,"Innocent Sleep, The",Osbourn Ballach,0,Recommande vivement.
417,Jason X,Martin Toye,0,
748,Lay the Favorite,Eda Musso,6,
163,Return to Horror High,Timotheus Murricanes,8,
508,"It's Christmastime Again, Charlie Brown",Dennet Pendergrast,9,
396,Bloomington,Sheilah Fri,1,
23,Switchblade Sisters,Morse Pucknell,9,
381,White Bird in a Blizzard,Amory Pierce,7,
539,"Prince and the Showgirl, The",Salaidh Franzini,8,
923,Neighbors,Wildon Mouat,4,
262,Romance on the High Seas,Myrwyn Gonnin,0,
944,Beyond the Law (Beyond the Law - Blue),Donall Cuffley,10,Pas ce que j'attendais.
956,City on Fire (Lung fu fong wan),Lilia Le Claire,0,Peu convaincant.
337,"People vs. Larry Flynt, The",Cesaro Gennerich,4,Super intéressant.
942,"N Word, The",Derrik Dransfield,2,
389,Village of the Giants,Holly-anne Staddon,3,
425,Abe Lincoln in Illinois,Neill Weatherell,8,Pourrait être amélioré.
1067,Mentiras y gordas,Nathan Wegner,1,
1057,Arsenal,Buddie Doxsey,0,
98,Bait,Sally Vandenhoff,3,
937,Love (Szerelem),Benn Swinnerton,2,
966,Cry of the Banshee,Boothe Hedling,6,Pas ce que j'attendais.
553,Mala Noche,Krysta Matyatin,4,
977,StreetDance 3D,Donielle Tomczynski,2,A revoir.
635,A Summer in St. Tropez,Geraldine McVane,7,Pourrait être amélioré.
978,Bab'Aziz -The Prince Who Contemplated His Soul,Galina Blader,7,
263,6954 Kilometriä Kotiin,Helaine Frangione,9,
219,"Hangover Part II, The",Wilone Paris,4,
517,Riders,Darin Matterface,0,Super intéressant.
600,Faith Like Potatoes,Rosamond Harrigan,9,
132,Murder on Flight 502,Lisbeth Frisby,7,
335,"Parking Lot Movie, The",Patrick Nehl,3,
469,Get the Gringo,Timofei Rendbaek,9,
757,Make the Yuletide Gay,Parker Druce,10,
112,Up the River,Maegan Braidman,3,
298,Watership Down,Gery Tomik,5,
696,"Atlantis, the Lost Continent",Yvon Domanek,2,
559,Can I Do It 'Till I Need Glasses?,Eden Cudworth,2,
275,"Emperor and the Assassin, The (Jing ke ci qin wang)",Rina Baistow,3,
809,Expelled from Paradise,Halimeda McAnalley,7,
559,Cinderella,Abey Garrad,7,
776,Away with Words (San tiao ren),Jacquelynn Planks,3,Super intéressant.
747,"Ten Shrews, The (Kymmenen riivinrautaa)",Nanine McPhelim,3,
241,How I Got Into College,Bonny Burch,10,
721,Billy Liar,Belva Pamment,1,
722,"Legacy, The",Dorree Chinnock,2,
932,Fados,Corena Outright,8,
991,"Human Comedy, The",Rick Kopp,8,
681,"Misérables, Les",Vittoria Petford,10,
61,"Fall of the Roman Empire, The",Ella Docharty,6,Correct mais sans plus.
346,"Mighty Macs, The",Wash McCabe,3,
1012,"Girl on the Bridge, The (Fille sur le pont, La)",Francisca Vaugham,6,Très satisfait du contenu.
831,"Draughtsman's Contract, The",Hi Ranking,4,Recommande vivement.
647,"East, West, East: The Final Sprint",Hailey Dykins,1,
41,Pretty Bird,Sarah Ghelardi,2,Super intéressant.
180,"Charming Mass Suicide, A (Hurmaava joukkoitsemurha)",Christie Hovel,8,
882,Brainstorm,Harrietta Marwood,0,
1071,"Last of England, The",Florance Parris,5,
43,"Strange Case of Angelica, The (O Estranho Caso de Angélica)",Bondon Boath,6,
3,Arabian Nights,Bobbette Rumble,3,
303,Girl in Progress,Cherice Weatherburn,1,
458,"Slaughter Rule, The",Rube Horbart,5,
266,Expecting a Miracle,Sawyer Rowsell,7,
291,Rage of Angels,Ermengarde Joint,10,Excellent travail de création.
839,Lucy,Brittany Wise,3,
282,Pippi on the Run (På rymmen med Pippi Långstrump),Tasha McPhilip,10,
525,Girl with Green Eyes,Michelle Cabena,4,
239,Her Highness and the Bellboy,Trixie Wimpress,3,
765,"Private Life of Don Juan, The",Francesco Lindeberg,7,
252,Brainstorm (Bicho de Sete Cabeças),Benedict Standish,10,
533,"Debut, The",Carmon Garforth,1,
1004,"Not for or Against (Quite the Contrary) (Ni pour, ni contre (bien au contraire))",Rod Paeckmeyer,10,
965,"Painting Sellers, The (Taulukauppiaat)",Gloriane Norgate,1,
234,Suur Tõll,Giorgi Maccrea,10,
343,Dr. Giggles,Kizzee Prickett,0,
445,Alone in the Dark II,Quincy Klempke,8,
127,"Quest, The",Rosana Pietruschka,10,
269,Achilles and the Tortoise (Akiresu to kame),Janice Cozens,5,
934,Imaginary Heroes,Jerad Kristof,8,Correct mais sans plus.
169,Sailor of the King,Saleem Suart,6,
931,Circle of Deceit (Die Fälschung),Humberto Du Plantier,7,A revoir.
221,"Russians Are Coming, the Russians Are Coming, The",Kaile Orrah,1,
904,Whore,Jed Ducarne,9,Pas ce que j'attendais.
600,Angels of the Universe (Englar alheimsins),Bat Tamburi,8,
526,Where Do We Go Now?,Shelbi Pauleit,7,Excellent travail de création.
209,Eve and the Fire Horse,Ola Taffarello,1,Pourrait être amélioré.
